SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
-1.0013614710184966,0.5476806715157689,0.4944843875382635,0.7772247563203166,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,Yes
-1.0013614710184966,-0.5045533910598627,-0.2224755963898409,-0.4761162564766011,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,Yes
0.9986403800646417,-0.648039854138358,-0.840137490534198,-0.7904960914197959,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,No
0.9986403800646417,1.2172841658820799,0.05319812140140102,0.9833031938089788,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,No
0.9986403800646417,-1.1263280644000087,0.2695013029932699,-0.8135973177575158,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,Yes
-1.0013614710184966,-1.317643348504669,0.44900169606388973,-0.9524298237286495,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,Yes
0.9986403800646417,-0.7915263172168532,0.3594250975876424,-0.5008825304062056,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,Yes
-1.0013614710184966,0.9781400607512546,0.40178302399889115,1.0952645543664274,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,Yes
-1.0013614710184966,-0.6002110331121928,-0.08984667926609499,-0.4948716038795277,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,No
0.9986403800646417,-0.1697516438767072,0.2094363745576465,-0.027511594432896688,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,No
-1.0013614710184966,-0.7915263172168532,-0.739450616277951,-0.8323212491681427,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,Yes
-1.0013614710184966,1.1216265238297498,-1.1914999620766877,-0.21803387973448599,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Yes
-1.0013614710184966,0.5476806715157689,0.365674627713892,0.6839820911747783,True,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,No
0.9986403800646417,1.3129418079344102,-1.5782764376679266,-0.5162763666330633,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,No
-1.0013614710184966,-0.3132381069552024,-1.5150867441691787,-0.9274069858619307,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes
-1.0013614710184966,-0.9350127802953484,-0.8828426130635719,-0.9458324653457104,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,No
0.9986403800646417,-1.0784992433738436,-1.0668565556698164,-1.0549454426013187,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,No
-1.0013614710184966,-0.8393551382430182,-0.44259793528108465,-0.7728455397460756,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,No
-1.0013614710184966,1.6477435551175657,-0.45231942658858415,0.7798584636747757,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,No
0.9986403800646417,1.0737977028035848,-1.3355863510985588,-0.36500312771124455,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,No
-1.0013614710184966,1.4564282710129053,-0.8856201820085717,0.2223921523138607,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,Yes
-1.0013614710184966,0.3563653874111086,-1.7254875917529224,-0.872617495291237,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,Yes
-1.0013614710184966,-0.21758046490287225,-0.5228002385679572,-0.42077175004194584,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,Yes
-1.0013614710184966,-1.2219857064523387,1.023611271560748,-0.770096640419851,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,No
-1.0013614710184966,-1.6524450956878245,-0.8172225467379488,-1.2951625917223324,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,Yes
0.9986403800646417,1.5042570920390705,0.4920540147113883,1.6585690042963719,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,Yes
0.9986403800646417,-0.9350127802953484,-1.4001648290698068,-1.0784603128376513,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,No
0.9986403800646417,0.16505010330644834,-1.698753490657298,-0.8993420327408567,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,Yes
0.9986403800646417,0.4520230294634388,-0.011033160451721927,0.3381548479395741,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,No
-1.0013614710184966,-1.5567874536354944,-0.13914852803984312,-1.2054385177143614,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,Yes
-1.0013614710184966,0.0693924612541182,-1.0765780469773163,-0.5650235146847794,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,No
-1.0013614710184966,1.2651129869082451,-0.7463945386404509,0.2611542508129857,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,Yes
-1.0013614710184966,-0.36106692798136747,-1.6348694049223,-0.9936790216181682,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,Yes
-1.0013614710184966,-0.8393551382430182,1.0284720172144979,-0.35133193506215427,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,No
0.9986403800646417,-0.36106692798136747,-0.6953567092760772,-0.5827892583302653,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,Yes
0.9986403800646417,-0.07409400182437703,-0.9793631339023189,-0.575207532188602,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,No
-1.0013614710184966,1.5999147340914006,1.0524285493651222,2.338442493654389,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,Yes
-1.0013614710184966,-0.648039854138358,-1.605010538763551,-1.0557989103921275,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,Yes
-1.0013614710184966,0.4520230294634388,-0.7536856571210754,-0.177036009783365,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,Yes
0.9986403800646417,0.3563653874111086,-0.8290272147541983,-0.2777661530936674,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,No
-1.0013614710184966,0.5476806715157689,-0.8283328225179485,-0.18033468897483437,True,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,Yes
-1.0013614710184966,0.7389959556204292,-1.7015310596022981,-0.7681279049024026,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,Yes
-1.0013614710184966,-1.365472169530834,1.503783502927609,-0.86868002425634,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,Yes
0.9986403800646417,0.8824824186989245,1.2586630435313662,1.7204113851383507,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,Yes
-1.0013614710184966,1.4085994499867402,-0.3023307035585885,0.7795809557427948,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Yes
0.9986403800646417,0.16505010330644834,-0.1950471030579665,0.007742384926094154,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,No
0.9986403800646417,-0.26540928592903734,0.07854343802452542,-0.16849085987784387,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,No
0.9986403800646417,0.5476806715157689,-0.08081958019484509,0.3607743623953652,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,Yes
0.9986403800646417,1.1694553448559148,0.9635463431251245,1.7832224257429037,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,Yes
0.9986403800646417,0.7389959556204292,-0.04575277226422092,0.5303369448343315,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,No
0.9986403800646417,0.0693924612541182,-1.0859523421666908,-0.5703956493680298,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,No
-1.0013614710184966,-0.026265180798211954,-1.3352391549804337,-0.7464508702156029,False,True,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,Yes
-1.0013614710184966,0.8824824186989245,1.4468433395551106,1.8764965068807413,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,Yes
-1.0013614710184966,-1.1263280644000087,-1.5734156920141766,-1.1749021731990434,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,No
0.9986403800646417,0.021563640227953124,1.374973743103238,0.782418867047202,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,No
-1.0013614710184966,0.49985185048960384,0.6559305824663836,0.8474656791037511,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,No
0.9986403800646417,1.6477435551175657,-0.33635592313483764,0.9040249372406615,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,No
0.9986403800646417,-0.695868675164523,-1.0915074800566908,-0.8979597290796694,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,No
0.9986403800646417,0.11722128228028326,-0.6634146664085783,-0.3015218792709645,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,No
-1.0013614710184966,1.0259688817774197,0.09833361675764961,0.872635124934535,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,Yes
0.9986403800646417,-0.3132381069552024,0.539272686776387,0.002035146324980181,True,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,No
0.9986403800646417,-0.8871839592691833,0.6594025436476337,-0.5037623297003456,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,No
-1.0013614710184966,-0.8871839592691833,-0.18845037681359178,-0.7339158892880187,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,No
-1.0013614710184966,0.11722128228028326,-0.4429451313992096,-0.17185237105391285,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,Yes
0.9986403800646417,-0.5045533910598627,0.9260491623676257,-0.025778478857696067,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,Yes
0.9986403800646417,1.6477435551175657,1.4714942639419852,2.83975795477829,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,Yes
-1.0013614710184966,-1.413300990556999,1.4336498870663612,-0.9354966038791058,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,Yes
-1.0013614710184966,1.5520859130652356,0.17367517439077249,1.3714268346770255,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,No
-1.0013614710184966,1.3607706289605752,-1.4671736798679298,-0.3944346764973559,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,Yes
0.9986403800646417,0.4520230294634388,-1.4869638586010543,-0.685723757100264,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,No
-1.0013614710184966,-0.8871839592691833,-0.3429526493792124,-0.7758562390081312,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,Yes
-1.0013614710184966,-1.1263280644000087,0.8031417365513795,-0.7089768274007658,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,No
-1.0013614710184966,-0.5523822120860278,-0.014852317751096796,-0.43121756748159934,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,Yes
0.9986403800646417,-1.365472169530834,0.4368498319295148,-0.9974018167056838,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,Yes
-1.0013614710184966,-0.21758046490287225,1.1864462509613682,0.40408654377923153,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Yes
-1.0013614710184966,-0.9350127802953484,-1.601538577582301,-1.1300872601835075,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes
-1.0013614710184966,0.5476806715157689,1.465939126051985,1.4804403279570182,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,Yes
-1.0013614710184966,1.2651129869082451,-0.59258665831108,0.40728573899508536,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,Yes
-1.0013614710184966,0.16505010330644834,-1.5789708299041767,-0.8270852504515244,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,No
0.9986403800646417,-1.0306704223476786,1.1590177576294942,-0.530780083078096,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,Yes
0.9986403800646417,-1.4611298115831641,1.5020475223369842,-0.9876628590927738,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,No
0.9986403800646417,1.2651129869082451,0.9270907507220008,1.851117621101293,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,Yes
-1.0013614710184966,-1.365472169530834,1.0517341571288723,-0.9232181868886361,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,No
0.9986403800646417,-0.21758046490287225,1.2836611640363653,0.45100109228013124,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,No
0.9986403800646417,0.4041942084372737,0.07229390789827536,0.3581354190421896,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,Yes
0.9986403800646417,0.7389959556204292,0.6212109706538845,1.053371328634765,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,No
-1.0013614710184966,-1.1263280644000087,-0.7467417347585757,-1.012832304923558,False,True,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,No
-1.0013614710184966,-0.6002110331121928,-0.874509906228572,-0.7788721742689033,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,No
0.9986403800646417,0.16505010330644834,0.3726185500763919,0.3501767009929297,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,No
0.9986403800646417,-1.0784992433738436,0.809044070559504,-0.6588840276788788,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,Yes
-1.0013614710184966,1.5999147340914006,-0.3627428281123368,0.8445073398288615,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,No
-1.0013614710184966,1.2172841658820799,-0.35163255233233714,0.6047823745872103,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,No
0.9986403800646417,1.1694553448559148,1.5714867459619821,2.3424846846636185,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Yes
-1.0013614710184966,-1.7002739167139895,0.05875325929140073,-1.3063623929771788,True,True,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,No
0.9986403800646417,1.4085994499867402,1.6829366998801036,2.7555840394099342,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,Yes
-1.0013614710184966,-0.21758046490287225,1.2541494939957414,0.43675917577092965,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,Yes
0.9986403800646417,-1.1263280644000087,0.4795549544588887,-0.772416187851313,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Yes
0.9986403800646417,-0.1697516438767072,-1.709863766437298,-0.9826834243132698,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,Yes
-1.0013614710184966,-0.21758046490287225,-0.7141052996548266,-0.5130928794133593,True,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,Yes
0.9986403800646417,0.9303112397250896,-0.291567623896714,0.4669185283786509,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,No
0.9986403800646417,-0.6002110331121928,0.5250376459332624,-0.27232071442838435,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,No
0.9986403800646417,-1.5567874536354944,-0.3682979660023368,-1.2192615543262337,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,No
-1.0013614710184966,-0.648039854138358,1.1326308526519948,-0.10622436313981926,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,No
-1.0013614710184966,-0.36106692798136747,0.5601044538638866,-0.033721488910806036,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,Yes
-1.0013614710184966,-0.743697496190688,-0.5359936910567069,-0.7423039592320413,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,No
0.9986403800646417,-0.3132381069552024,0.9819477373857491,0.2023120972356294,True,True,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,No
-1.0013614710184966,-0.7915263172168532,-0.6891071791498273,-0.8171368528899496,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,Yes
0.9986403800646417,-0.9828416013215134,-1.523419451004178,-1.1238197697197156,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,Yes
0.9986403800646417,1.4564282710129053,-1.1421981133029393,-0.03685785214206027,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False,Yes
-1.0013614710184966,0.595509492541934,-1.7320843179972973,-0.8239279432254036,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,No
-1.0013614710184966,1.0259688817774197,1.1486018740857442,1.7912910997652123,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,Yes
0.9986403800646417,0.3563653874111086,0.4358082435751398,0.5615225531905099,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,No
0.9986403800646417,-0.5523822120860278,0.23964243683452077,-0.33526789099956933,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,No
-1.0013614710184966,-0.648039854138358,0.5569796888007615,-0.30589393819934085,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,Yes
-1.0013614710184966,1.0737977028035848,0.5278152148782623,1.2929915739020836,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,No
-1.0013614710184966,-1.7002739167139895,0.2219354348101461,-1.303901473580368,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,No
0.9986403800646417,-1.0306704223476786,1.1833214858982433,-0.5252822844256467,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,No
0.9986403800646417,0.7389959556204292,-0.21067092837359114,0.40100777653385994,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,No
0.9986403800646417,1.0259688817774197,1.0527757454832474,1.707473232309587,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,No
0.9986403800646417,0.21287892433261343,0.9895860519844989,0.774009853108313,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Yes
0.9986403800646417,0.3563653874111086,-1.0488023575273169,-0.42359918934891977,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,No
-1.0013614710184966,-1.5567874536354944,-0.16588262913546772,-1.2070512053190798,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,No
-1.0013614710184966,1.5042570920390705,1.157281777038869,2.3407568050871346,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,No
0.9986403800646417,-1.413300990556999,1.1433939323138695,-0.966137668368756,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,Yes
0.9986403800646417,0.4520230294634388,-1.6581315448366745,-0.8044657359957333,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,No
